,lat,lon,timestamp,amenity,tags,name,weight,vancouver
14132,49.2788511,-123.1156891,2019-06-20T19:14:33.000-07:00,fast_food,"{'brand:wikidata': 'Q38076', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '275', 'drive_through': 'no', 'smoking': 'no', 'opening_hours': '24/7', 'outdoor_seating': 'yes', 'addr:street': 'Robson Street', 'brand': ""McDonald's""}",McDonald's,5,True
14133,49.282614,-123.123415,2019-07-17T18:32:17.000-07:00,restaurant,"{'addr:housenumber': '820', 'website': 'https://joeyrestaurants.com/', 'addr:street': 'Burrard Street', 'phone': '+1-604-683-5639', 'addr:city': 'Vancouver'}",JOEY Burrard,5,True
14134,49.2811807,-123.1242771,2017-05-05T17:06:26.000-07:00,cafe,"{'delivery': 'no', 'addr:housenumber': '947', 'internet_access': 'wlan', 'drive_through': 'no', 'cuisine': 'sandwich', 'addr:street': 'Hornby Street', 'takeaway': 'yes', 'addr:city': 'Vancouver'}",Tim Hortons,5,True
14135,49.2815936,-123.1237542,2017-09-18T23:53:51.000-07:00,restaurant,"{'opening_hours': 'Su-Th 11:30-00:00; Fr-Sa 11:30-01:00', 'cuisine': 'american', 'addr:housenumber': '905', 'addr:street': 'Hornby Street', 'addr:city': 'Vancouver'}",Earl's,5,True
14136,49.283029,-123.121574,2016-01-14T08:12:20.000-08:00,cafe,"{'addr:street': 'Hornby Street', 'addr:city': 'Vancouver'}",Cafe Bellagio,5,True
14137,49.2812711,-123.0562223,2019-03-19T06:07:20.000-07:00,fast_food,"{'cuisine': 'pizza', 'addr:housenumber': '2547', 'website': 'https://www.yelp.com/biz/vancity-pizza-vancouver', 'addr:street': 'East Hastings Street', 'addr:postcode': 'V5K 1Z2'}",VanCity Pizza,5,True
14138,49.2827564,-123.1243345,2014-04-22T21:32:59.000-07:00,parking_entrance,"{'parking': 'underground', 'access': 'customers', 'fee': 'yes'}",Hotel Parking,2,True
14139,49.2808277,-123.1247845,2018-10-26T20:30:07.000-07:00,fast_food,"{'addr:housenumber': '979', 'website': 'http://www.onesaigon.com', 'internet_access': 'wlan', 'phone': '+1-604-669-6764', 'opening_hours': 'Mo-Fr 11:00-21:00; Sa-Su 11:00-20:00', 'cuisine': 'vietnamese', 'addr:street': 'Hornby Street', 'addr:postcode': 'V6Z 1V3', 'takeaway': 'yes', 'addr:city': 'Vancouver'}",One Saigon,5,True
14140,49.2801439,-123.1252235,2018-05-04T19:29:41.000-07:00,bank,"{'opening_hours': 'Mo-Th 08:00-19:00; Fr 08:00-18:00; Sa 09:00-16:00', 'atm': 'yes'}",RBC Royal Bank,2,True
14142,49.269394,-123.14098,2018-09-17T05:37:27.000-07:00,cafe,"{'addr:housenumber': '1809', 'website': 'http://www.pradocafe.com', 'addr:street': 'Fir Street', 'phone': '+1-604-733-8818'}",Café Prado,5,True
14146,49.2831716,-123.1094595,2019-05-04T04:43:00.000-07:00,cafe,"{'addr:province': 'BC', 'wheelchair': 'no', 'addr:housenumber': '325', 'alt_name': 'Revolver Coffee', 'website': 'http://revolvercoffee.ca/', 'opening_hours': 'Mo-Fr 07:30-18:00; Sa 09:00-18:00', 'cuisine': 'coffee_shop', 'addr:street': 'Cambie Street', 'addr:postcode': 'V6B 1H7', 'addr:city': 'Vancouver'}",Revolver,5,True
14160,49.2857102,-123.1115956,2013-03-06T18:34:36.000-08:00,cafe,{},Starbucks,5,True
14161,49.2853939,-123.1114016,2018-07-31T00:14:58.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '601', 'website': 'https://roguewetbar.com/', 'addr:street': 'West Cordova Street', 'addr:postcode': 'V6B 1E1', 'addr:city': 'Vancouver'}",Rogue Kitchen & Wetbar,5,True
14162,49.2609013,-123.1382741,2018-02-11T18:38:27.000-08:00,restaurant,"{'delivery': 'no', 'addr:housenumber': '1485', 'website': 'http://www.eatsiena.com', 'phone': '+1-604-558-1485', 'opening_hours': '17:00-22:00', 'cuisine': 'italian', 'addr:street': 'West 12th Avenue', 'addr:postcode': 'V6H 1M6', 'takeaway': 'yes', 'addr:city': 'Vancouver'}",Siena,5,True
14163,49.2606213,-123.1392236,2011-01-23T05:49:22.000-08:00,parking,{},Impark,5,True
14164,49.2601923,-123.1388479,2011-03-13T06:05:27.000-07:00,restaurant,{},Café Crêpe,5,True
14165,49.2600417,-123.1388399,2018-02-10T16:17:30.000-08:00,restaurant,"{'addr:housenumber': '2881', 'website': 'http://www.westrestaurant.com', 'addr:street': 'Granville Street', 'phone': '+1-604-738-8938'}",West,5,True
14166,49.2591796,-123.1389048,2019-02-17T04:50:34.000-08:00,cafe,{'opening_hours': 'Mo-Fr 07:00-19:00; Sa-Su 07:30-19:00'},Bean Around The World,5,True
14167,49.2587432,-123.1389691,2019-05-04T04:55:52.000-07:00,cafe,{'opening_hours': 'Mo-Fr 06:00-19:00; Sa-Su 07:00-19:00'},Phoscao Cafe,5,True
14168,49.258132,-123.1384726,2014-01-23T03:19:12.000-08:00,bank,"{'addr:housenumber': '3088', 'addr:street': 'Granville Street', 'atm': 'yes'}",Prospera Credit Union,2,True
14169,49.2584856,-123.1384725,2018-02-10T16:17:30.000-08:00,restaurant,"{'cuisine': 'New Orleans', 'addr:housenumber': '3014', 'website': 'http://www.ousisbistro.com', 'addr:street': 'Granville Street', 'phone': '+1-604-732-7550'}",Ouisi Bistro,5,True
14170,49.2586257,-123.1385101,2018-06-20T15:09:45.000-07:00,cafe,"{'addr:housenumber': '3010', 'website': 'http://www.bumpngrindcafe.com/', 'phone': '+1-604-558-4743', 'smoking': 'no', 'cuisine': 'coffee_shop', 'addr:street': 'Granville Street', 'addr:postcode': 'V6H 3J8', 'addr:city': 'Vancouver'}",Bump n Grind Cafe,5,True
14171,49.2590773,-123.138156,2016-01-12T22:41:33.000-08:00,parking,{'parking': 'surface'},Impark,5,True
14177,49.2766458,-123.1421577,2019-03-22T02:48:01.000-07:00,theatre,"{'addr:housenumber': '1695', 'website': 'https://bardonthebeach.org/', 'phone': '+1-604-737-0625', 'addr:street': 'Whyte Avenue', 'source': 'Bing', 'wikidata': 'Q807984'}",Bard On The Beach (Summer Only),5,True
14179,49.25193,-123.1011606,2019-06-12T00:33:45.000-07:00,cafe,"{'opening_hours': 'Mo-Fr 08:00-18:00; Sa,Su 09:00-18:00', 'addr:housenumber': '3699', 'addr:street': 'Main Street', 'phone': '+1-604-709-9999'}",Liberty Bakery,5,True
14180,49.2516842,-123.1011898,2018-02-10T16:17:31.000-08:00,cafe,{'phone': '+1-604-736-7080'},Coco et Olive Café,5,True
14181,49.248883,-123.101283,2019-06-15T01:52:20.000-07:00,bank,"{'addr:province': 'BC', 'opening_hours': 'Mo-Th 09:30-17:00; Fr 09:30-18:00; Sa 09:00-16:00', 'addr:housenumber': '4095', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}",RBC Royal Bank,2,True
14182,49.2478903,-123.1013614,2019-06-15T01:56:18.000-07:00,bank,"{'opening_hours': 'Mo-Th 09:30-17:00; Fr 09:30-18:00; Sa 09:30-15:00', 'atm': 'yes'}",Vancity,2,True
14183,49.2476955,-123.1008954,2019-06-15T07:40:22.000-07:00,cafe,{'opening_hours': 'Mo-Th 07:00-20:00; Fr 07:00-20:30; Sa 07:30-20:30; Su 08:00-19:30'},Blenz,5,True
14184,49.2472691,-123.1009469,2016-10-24T06:47:10.000-07:00,restaurant,{'name:en': 'Splitz Grill'},Spitz Grill,5,True
14185,49.2470543,-123.1009591,2017-11-05T21:08:51.000-08:00,restaurant,"{'cuisine': 'thai', 'addr:housenumber': '4250', 'addr:street': 'Main Street'}",Sawasdee Thai Restaurant,5,True
14186,49.246318,-123.101022,2017-08-27T22:10:44.000-07:00,restaurant,"{'cuisine': 'Chinese;Hong Kong Style Cafe', 'addr:housenumber': '4338', 'addr:street': 'Main Street'}",Honolulu Cafe,5,True
14187,49.2310395,-123.1185745,2019-02-16T05:00:59.000-08:00,library,"{'addr:housenumber': '650', 'website': 'https://www.vpl.ca/location/oakridge-branch', 'level': '-1', 'opening_hours': 'Mo, We-Fr 10:00-21:00; Tu, Sa 10:00-18:00; Su 13:00-17:00', 'addr:street': 'West 41st Avenue', 'addr:unit': '191', 'operator': 'Vancouver Public Library'}",Vancouver Public Library Oakridge Branch,1,True
14188,49.2473125,-123.1013883,2019-06-15T01:57:40.000-07:00,cafe,{'opening_hours': 'Mo-Su 06:30-19:00'},Continental Coffee,5,True
14189,49.2682468,-123.1525549,2018-02-09T04:59:27.000-08:00,restaurant,"{'opening_hours': 'Mo 08:00-14:30; Tu-Su 08:00-20:00', 'addr:housenumber': '2095', 'addr:street': 'West 4th Avenue', 'phone': '+1-604-732-6810', 'url': 'http://www.sophiescosmiccafe.com/'}",Sophies Cosmic Cafe,5,True
14228,49.3131896,-123.0841436,2018-11-01T19:58:44.000-07:00,restaurant,"{'addr:street': 'West Esplanade Street', 'name:es': '5 de mayo Restaurante mexicano'}",5 de mayo Mexican food,5,True
14229,49.2865297,-123.1211821,2014-01-30T07:20:47.000-08:00,bank,{'atm': 'yes'},TD Canada Trust,2,True
14238,49.2793936,-123.1235036,2019-07-24T20:59:27.000-07:00,restaurant,"{'description': 'Urban taco bar', 'cuisine': 'mexican', 'addr:housenumber': '722', 'addr:street': 'Nelson Street', 'payment:debit_cards': 'yes'}",La Cantina,5,True
14241,49.2459795,-123.0672662,2019-07-26T04:55:50.000-07:00,dentist,"{'opening_hours': 'Mo 08:00-17:00; Tu,Fr 09:00-18:00; We 09:00-19:00; Th 08:00-18:00; Sa 08:00-16:00', 'addr:housenumber': '1850', 'addr:street': 'Kingsway', 'healthcare': 'dentist'}",Simply Wellness Dental Office,0,True
14260,49.3112298,-123.0780215,2019-07-27T22:57:51.000-07:00,bar,"{'opening_hours': 'Th-Sa 12:00-23:00; Su 12:00-21:00', 'addr:housenumber': '123A', 'website': 'http://www.streetcarbrewing.ca', 'addr:street': 'East 1st Street'}",Streetcar Tasting Room,5,True
14266,49.269446,-123.140707,2018-02-10T16:17:31.000-08:00,restaurant,"{'cuisine': 'greek', 'addr:housenumber': '1830', 'addr:street': 'Fir Street', 'phone': '+1-604-736-9559'}",Apollinia,5,True
14267,49.2732023,-123.1360508,2019-03-22T02:47:50.000-07:00,ferry_terminal,"{'website': 'https://granvilleislandferries.bc.ca/', 'operator': 'False Creek Ferries'}",Granville Island Dock (False Creek Ferries),4,True
14268,49.266587,-123.135408,2014-01-23T03:19:06.000-08:00,cafe,"{'addr:housenumber': '1340', 'addr:street': 'West 4th Avenue'}",Innocent Coffee,5,True
14269,49.272173,-123.1351454,2014-12-14T03:13:00.000-08:00,cafe,{},JJBean,5,True
14270,49.2725816,-123.135486,2018-02-02T14:16:14.000-08:00,cafe,"{'phone': '+1-604-682-4044', 'addr:unit': '103'}",Petit Ami,5,True
14271,49.2729649,-123.1348732,2014-12-14T03:13:02.000-08:00,cafe,{},The Blue Parrot Coffee,5,True
14272,49.2727636,-123.1354257,2014-12-14T03:13:00.000-08:00,fast_food,{'cuisine': 'mexican'},La Tortilleria,5,True
14273,49.2727181,-123.1352635,2014-12-14T03:13:01.000-08:00,fast_food,{'cuisine': 'greek'},Phoenix Fast Food,5,True
14274,49.2727426,-123.1352218,2014-12-14T03:13:01.000-08:00,fast_food,{'cuisine': 'japanese'},OMI Teriyaki & Sushi,5,True
14275,49.272775,-123.1351615,2014-12-14T03:12:59.000-08:00,fast_food,{'cuisine': 'indian'},Curry 2 U,5,True
14276,49.2728161,-123.1350944,2014-12-14T03:12:59.000-08:00,fast_food,{},Celine's Fish & Chips,5,True
14277,49.2724188,-123.134633,2014-12-14T03:13:03.000-08:00,cafe,{},à la mode,5,True
14284,49.2735253,-123.0693749,2015-06-07T23:28:16.000-07:00,restaurant,"{'cuisine': 'cuban', 'addr:housenumber': '1212', 'addr:street': 'Commercial Drive'}",Havana,5,True
14314,49.312583,-123.1426417,2018-06-20T15:10:19.000-07:00,restaurant,"{'opening_hours': 'Mo-Su 10:00-18:00', 'website': 'http://www.prospectpoint.ca/Prospect_Point/Restaurant.html', 'source': 'local_knowledge', 'phone': '+1-604-669-2737'}",Prosepect Point Cafe,5,True
14320,49.2347042,-123.157248,2018-12-04T04:23:31.000-08:00,cafe,"{'cuisine': 'coffee_shop;breakfast', 'outdoor_seating': 'yes', 'internet_access': 'wlan', 'smoking': 'no'}",Bean Brothers Cafe Bistro,5,True
14330,49.291492,-123.1356594,2018-06-20T15:10:59.000-07:00,cafe,"{'addr:housenumber': '805', 'addr:street': 'Denman Street', 'internet_access': 'wlan', 'phone': '+1-604-602-9529'}",The Spot Cafe,5,True
14357,49.2861582,-123.1274973,2018-02-09T04:59:45.000-08:00,ice_cream,"{'addr:province': 'BC', 'addr:housenumber': '1222', 'phone': '+1-604-694-0108', 'cuisine': 'italian', 'addr:street': 'Robson Street', 'addr:postcode': 'V6E 1C1', 'addr:city': 'Vancouver'}",D'oro Gelato e Caffè,5,True
14390,49.2750854,-123.0693141,2017-09-09T19:06:32.000-07:00,fast_food,"{'addr:housenumber': '1042', 'name:en': 'Pizza Garden', 'addr:street': 'Commercial Drive'}",Pizza Garden,5,True
14412,49.2609945,-123.1008149,2019-03-22T02:49:15.000-07:00,restaurant,"{'addr:housenumber': '2702', 'website': 'https://www.burdockandco.com/', 'phone': '+1-604-879-0077', 'opening_hours': 'Mo-Fr 17:00-21:30; Sa-Su 10:30-14:00,17:00-21:30', 'name:en': 'Burdock & Co', 'addr:street': 'Main Street', 'addr:postcode': 'V5T 3E8', 'email': 'eat@burdockandco.com'}",Burdock & Co,5,True
14415,49.2777744,-123.1275201,2019-06-26T20:09:47.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '808', 'opening_hours': 'Su-Th 11:00-18:00+, Fr,Sa 11:00-24:00', 'cuisine': 'pizza', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}",Firecrust,5,True
14416,49.289165,-123.1322203,2018-06-12T17:58:34.000-07:00,restaurant,"{'cuisine': 'seafood', 'internet_access': 'wlan', 'internet_access:fee': 'no'}",The Holy Crab,5,True
14417,49.2637051,-123.1250731,2018-06-20T16:41:32.000-07:00,doctors,"{'addr:province': 'BC', 'addr:housenumber': '943', 'website': 'https://doctordenton.com', 'phone': '+1-604-879-3223', 'healthcare:speciality': 'plastic_surgery', 'opening_hours': 'Mo-Fr 09:00-16:30', 'addr:street': 'W Broadway', 'addr:postcode': 'V5Z 4E1', 'addr:unit': '202', 'healthcare': 'doctor', 'addr:city': 'Vancouver'}",Dr. Andrew B. Denton Facial Plastic Surgeon,0,True
14419,49.2595286,-123.0445979,2018-06-14T08:02:56.000-07:00,dentist,"{'owner': 'Dr. Marianna Klimek', 'addr:housenumber': '2685', 'phone': '+1-604-876-5678'}",Renfrew Station Dental Clinic,0,True
14421,49.2596674,-123.0446278,2018-06-24T04:17:26.000-07:00,bank,{'wheelchair': 'yes'},Cibc Banking Centre,2,True
14424,49.2579971,-123.0619281,2018-06-24T17:49:10.000-07:00,marketplace,{'opening_hours': 'Sa 09:00-14:00'},Trout Lake Farmer's Market,5,True
14425,49.2433194,-123.1046614,2018-06-24T17:49:11.000-07:00,marketplace,{'opening_hours': 'Sa 10:00-14:00'},Riley Park Farmers Market,5,True
14426,49.2799433,-123.1137757,2018-06-24T17:49:13.000-07:00,marketplace,{'opening_hours': 'Th 15:00-19:00'},Downtown Farmers Market,5,True
14427,49.2621368,-123.1615562,2018-06-24T17:49:11.000-07:00,marketplace,{'opening_hours': 'Su 10:00-14:00'},Kitsilano Farmers Market,5,True
14428,49.2637862,-123.0937361,2018-06-24T17:49:10.000-07:00,marketplace,{'opening_hours': 'Su 10:00-14:00'},Mount Pleasant Farmers Market,5,True
14429,49.2826727,-123.1304201,2018-06-24T17:49:12.000-07:00,marketplace,{'opening_hours': 'Sa 09:00-14:00'},West End Farmers Market,5,True
14430,49.2845692,-123.1229311,2018-06-25T03:15:47.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '1032', 'addr:street': 'Alberni Street', 'addr:city': 'Vancouver'}",Black+Blue,5,True
14431,49.2444749,-123.1253409,2018-06-29T14:59:13.000-07:00,hospital,"{'toilets:wheelchair': 'yes', 'wheelchair': 'yes', 'website': 'http://www.bcchildrens.ca/', 'phone': '+1-604-875-2345', 'addr:street': '4480 Oak St', 'addr:postcode': 'V6H 3N1', 'addr:city': 'British Columbia'}","British Columbia Children's Hospital, Vancouver",5,True
14444,49.2844642,-123.1151875,2018-06-27T00:16:01.000-07:00,fast_food,"{'addr:province': 'BC', 'addr:housenumber': '500', 'addr:street': 'Granville Street', 'addr:postcode': 'V6C 1W6', 'takeaway': 'only', 'addr:city': 'Vancouver'}",Wakwak Burger,5,True
14445,49.2637796,-123.1117514,2018-06-27T02:30:44.000-07:00,dentist,"{'addr:province': 'BC', 'addr:housenumber': '308', 'addr:street': 'West 8th Avenue', 'addr:postcode': 'V5Y 3X2', 'addr:unit': '204', 'addr:city': 'Vancouver'}",Renaissance Cosmetic Arts Dental Lab,0,True
14454,49.2811182,-123.0728439,2018-06-28T06:54:23.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '1598', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}",Yolks,5,True
14455,49.2811335,-123.073946,2018-06-28T06:54:23.000-07:00,cafe,"{'addr:province': 'BC', 'cuisine': 'coffee_shop', 'addr:housenumber': '1502', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}",Starbucks,5,True
14456,49.282078,-123.0815368,2018-06-28T06:54:23.000-07:00,cafe,"{'addr:province': 'BC', 'addr:housenumber': '1085', 'addr:street': 'East Cordova Street', 'addr:city': 'Vancouver'}",Casa Del Caffe,5,True
14457,49.2808933,-123.0853364,2018-06-28T06:54:23.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '875', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}",S2 Cafe House,5,True
14470,49.2716489,-123.1348563,2019-07-14T03:45:25.000-07:00,restaurant,"{'wheelchair': 'yes', 'addr:housenumber': '1596', 'website': 'https://ediblecanada.com', 'phone': '+1-604-682-6675', 'opening_hours': 'Mo-Fr 10:00-18:00; Sa,Su 10:00-19:00', 'addr:street': 'Johnston Street', 'addr:postcode': 'V6H 3S2', 'addr:city': 'Vancouver'}",Edible Canada,5,True
14475,49.2824343,-123.124419,2018-10-14T19:44:37.000-07:00,fast_food,"{'cuisine': 'hot_dogs', 'website': 'http://www.japadog.com', 'wikidata': 'Q6156437', 'takeaway': 'only'}",Japadog,5,True
14476,49.2877059,-123.1133343,2016-11-27T06:56:35.000-08:00,cafe,"{'cuisine': 'coffee_shop', 'addr:housenumber': '999', 'addr:street': 'Canada Place'}",Starbucks,5,True
14477,49.3115338,-123.0801501,2015-01-13T23:18:16.000-08:00,restaurant,{'cuisine': 'thai'},Thai House Restaurant,5,True
14507,49.2599522,-123.1383078,2014-06-17T16:32:44.000-07:00,post_office,{'operator': 'Canada Post/Postes Canada'},Granville PO,1,True
14526,49.2571562,-123.1217915,2014-12-22T23:59:17.000-08:00,cafe,"{'cuisine': 'coffee_shop', 'addr:housenumber': '797', 'addr:street': 'W 16th Avenue', 'addr:city': 'Vancouver'}",Willow Cafe & Bakery,5,True
14539,49.254425,-123.0233058,2019-03-22T02:56:56.000-07:00,cafe,"{'cuisine': 'coffee_shop', 'website': 'https://www.starbucks.ca/'}",Starbucks,5,True
14544,49.2683665,-123.1596627,2019-05-04T04:55:53.000-07:00,bank,"{'brand:wikidata': 'Q735261', 'addr:province': 'BC', 'wheelchair': 'yes', 'brand:wikipedia': 'en:Royal Bank of Canada', 'addr:city': 'Vancouver', 'addr:housenumber': '2395', 'phone': '+1-604-665-0199', 'drive_through': 'no', 'opening_hours': 'Mo-Th 08:00-19:00; Fr 08:00-18:00; Sa 09:00-16:00', 'addr:street': 'West 4th Avenue', 'atm': 'yes', 'brand': 'RBC'}",RBC,2,True
14545,49.2680789,-123.1573053,2019-03-23T19:25:56.000-07:00,restaurant,{},Browns Social House,5,True
14546,49.2808928,-123.0444733,2018-10-26T20:29:56.000-07:00,fuel,"{'addr:housenumber': '2890', 'phone': '+1-604-251-4999', 'opening_hours': '24/7', 'name:en': 'Petro Canada', 'addr:street': 'East Hastings Street', 'addr:postcode': 'V5K 5C5', 'operator': 'Petro-Canada', 'addr:city': 'Vancouver'}",Petro Canada,3,True
14547,49.281008,-123.051743,2011-09-11T05:02:06.000-07:00,bank,{},CIBC,2,True
14548,49.2682325,-123.16698,2019-03-22T02:46:22.000-07:00,restaurant,"{'addr:province': 'BC', 'wheelchair': 'yes', 'website': 'https://www.thenaam.com/', 'cuisine': 'vegetarian', 'addr:postcode': 'V6K 1R1', 'diet:vegan': 'yes', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'diet:vegetarian': 'only', 'addr:housenumber': '2724', 'phone': '+1-604-738-7151', 'opening_hours': '24/7', 'outdoor_seating': 'yes', 'addr:street': 'West 4th Avenue'}",The Naam,5,True
14551,49.2680899,-123.1576906,2019-03-23T19:25:56.000-07:00,pharmacy,"{'brand:wikidata': 'Q1820137', 'addr:housenumber': '2302', 'brand:wikipedia': 'en:Shoppers Drug Mart', 'opening_hours': '24/7', 'dispensing': 'yes', 'addr:street': 'West 4th Avenue', 'brand': 'Shoppers Drug Mart', 'healthcare': 'pharmacy'}",Shoppers Drug Mart,0,True
14556,49.2663063,-123.1380996,2014-01-23T03:19:11.000-08:00,spa,"{'opening_hours': 'Women: Tu,we 11am-7pm;th 12-3;fr 12-8;sa 10-6 Men: th 4pm-8pm;su 2pm-6pm', 'addr:housenumber': '1495', 'addr:street': 'West 6th Avenue'}",Miraj Hammam Spa,5,True
14559,49.263391,-123.134934,2018-11-02T23:24:32.000-07:00,embassy,"{'opening_hours': 'Mo-Fr 09:00-13:00', 'country': 'CN', 'addr:housenumber': '#288 1388', 'diplomatic': 'consulate', 'addr:street': 'West Broadway'}",Chinese Consolate,5,True
14560,49.263365,-123.13429,2019-05-04T04:55:52.000-07:00,fast_food,"{'opening_hours': 'Su-Th 11:00-01:00; Fr-Sa 11:00-02:00', 'addr:housenumber': '1312', 'addr:street': 'West Broadway', 'takeaway': 'yes'}",Domino's Pizza,5,True
14579,49.2745255,-123.1224197,2019-06-01T20:54:26.000-07:00,cafe,"{'addr:housenumber': '302', 'outdoor_seating': 'yes', 'addr:street': 'Davie Street'}",Caffé Artigiano,5,True
14580,49.2747205,-123.1230242,2019-05-04T04:55:51.000-07:00,restaurant,"{'opening_hours': 'Mo-Fr 11:30-15:00,17:00-23:00; Sa 17:00-23:00; Su 17:00-22:00', 'addr:housenumber': '1211', 'addr:street': 'Hamilton Street'}",Simply Thai,5,True
14581,49.2752575,-123.1236127,2019-06-08T19:52:14.000-07:00,cafe,"{'opening_hours': 'Mo-Su 06:00-21:00', 'cuisine': 'coffee_shop', 'addr:housenumber': '402', 'outdoor_seating': 'yes', 'addr:street': 'Davie Street'}",JJBean,5,True
14582,49.2757381,-123.1237304,2019-07-20T21:37:50.000-07:00,cafe,"{'addr:province': 'BC', 'addr:housenumber': '477', 'outdoor_seating': 'yes', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}",Coo Coo Coffee,5,True
14583,49.2499027,-123.0340572,2019-07-10T02:05:18.000-07:00,restaurant,"{'addr:housenumber': '3883', 'addr:street': 'Rupert Street', 'phone': '+1-604-620-8942'}",Ham & Eggman's,5,True
14584,49.2494619,-123.127949,2014-01-23T03:18:59.000-08:00,cafe,"{'opening_hours': 'Mo-Su 14:00-24:00', 'addr:housenumber': '1007', 'addr:street': 'West King Edward Avenue'}",Dragon Ball Tea House,5,True
14585,49.2635346,-123.1463719,2018-02-10T16:17:32.000-08:00,restaurant,"{'opening_hours': 'Mo-Su 06:30-15:00', 'addr:housenumber': '1822', 'website': 'http://www.9thavenuegrill.com', 'addr:street': 'West Broadway', 'phone': '+1-604-714-0744'}",9th Avenue Grill,5,True
14586,49.2631899,-123.122457,2019-03-22T02:49:57.000-07:00,restaurant,"{'cuisine': 'asian', 'addr:housenumber': '820', 'website': 'https://www.bananaleaf-vancouver.com/', 'addr:street': 'West Broadway', 'addr:postcode': 'V5Z 1J8'}",Banana Leaf on Broadway,5,True
14589,49.2819109,-123.1135011,2018-11-02T03:52:55.000-07:00,restaurant,"{'diet:vegetarian': 'yes', 'wheelchair': 'yes', 'addr:housenumber': '405', 'smoking': 'no', 'opening_hours': 'Mo-Th 06:30-23:00; Fr 06:30-00:00; Sa 08:00-00:00; Su 08:00-23:00', 'cuisine': 'burger', 'addr:street': 'Dunsmuir Street', 'addr:postcode': 'V6B 1X4', 'addr:city': 'Vancouver', 'capacity': '249'}",White Spot,5,True
14592,49.2590431,-123.13851,2019-02-17T04:50:35.000-08:00,restaurant,"{'addr:housenumber': '2996', 'website': 'https://www.bin4burgerlounge.com/', 'phone': '+1-604-428-7649', 'addr:street': 'Granville Street', 'addr:postcode': 'V6H 3J7', 'addr:city': 'Vancouver'}",Bin 4 Burger Lounge,5,True
14596,49.2376303,-123.1513411,2014-11-08T02:32:58.000-08:00,school,{},Quilchena Elementary,0,True
14598,49.2287379,-123.1168697,2012-11-21T17:44:06.000-08:00,library,{},Multimedia Library AFV,1,True
14600,49.264046,-123.2117989,2018-07-14T07:13:59.000-07:00,bank,"{'opening_hours': 'Mo-We 08:00-18:00, Th,Fr 08:00-20:00, Sa 08:00-16:00', 'wheelchair': 'yes'}",TD Canada Trust,2,True
14601,49.2642204,-123.1687027,2018-10-26T20:29:59.000-07:00,restaurant,"{'phone': '+1-604-737-1293', 'cuisine': 'chinese'}",Tang's Noodle House,5,True
14602,49.2640072,-123.1454157,2019-04-01T18:09:03.000-07:00,fuel,"{'addr:housenumber': '1795', 'website': 'https://www.esso.com/', 'fuel:octane_91': 'yes', 'fuel:octane_89': 'yes', 'addr:street': 'West Broadway', 'brand': 'Esso', 'fuel:octane_87': 'yes', 'operator': 'Esso'}",Esso,3,True
14603,49.2705384,-123.1473721,2019-03-19T01:51:26.000-07:00,restaurant,"{'cuisine': 'pizza', 'addr:housenumber': '1876', 'website': 'https://www.rockymountainflatbread.ca/', 'addr:street': 'West 1st Avenue', 'phone': '+1-604-730-0321'}",Rocky Mountain Flatbread Co.,5,True
14604,49.2563231,-123.1849414,2015-04-26T08:22:41.000-07:00,restaurant,"{'addr:housenumber': '3420', 'addr:street': 'Dunbar Street'}",Jethro's Fine Grub,5,True
14605,49.2561422,-123.1855168,2019-03-19T06:04:04.000-07:00,cafe,"{'cuisine': 'coffee_shop', 'addr:housenumber': '3463', 'website': 'https://www.timhortons.com/', 'addr:street': 'Dunbar Street', 'operator': 'Restaurant Brands International Inc.'}",Tim Hortons,5,True
14606,49.255977,-123.18492,2018-07-14T07:13:58.000-07:00,restaurant,"{'cuisine': 'japanese', 'addr:housenumber': '3446', 'addr:street': 'Dunbar Street', 'phone': '+1-604-739-0170'}",Kuma,5,True
14618,49.2788077,-123.1281609,2019-07-17T15:26:39.000-07:00,restaurant,"{'cuisine': 'asian', 'addr:housenumber': '917', 'addr:street': 'Davie Street', 'addr:postcode': 'V6Z 1B9', 'addr:city': 'Vancouver'}",Patterson Wonton House,5,True
14619,49.2704435,-123.135278,2019-03-19T01:50:52.000-07:00,theatre,"{'addr:housenumber': '1411', 'website': 'https://www.carouseltheatre.ca/', 'addr:street': 'Cartwright Street', 'phone': '+1-604-685-6217'}",Carousel Theatre,5,True
